Order,Name,Kind,Gateway,Created At,Status,Amount,Currency,Card Type,Payment Method
5910218801205,#2902,refund,Network POS,2025-07-10 17:30:01 +0400,success,1251.20,AED,"",""
5909305393205,#2901,sale,Network POS,2025-07-09 21:40:21 +0400,success,60.00,AED,"",""
5909211054133,#2900,sale,Network POS,2025-07-09 20:17:38 +0400,success,185.30,AED,"",""
5909076869173,#2899,sale,Network POS,2025-07-09 17:58:41 +0400,success,100.00,AED,"",""
5908993081397,#2898,sale,Network POS,2025-07-09 16:11:30 +0400,success,18.00,AED,"",""
5907873136693,#2897,sale,Network POS,2025-07-08 18:49:20 +0400,success,234.00,AED,"",""
5906480005173,#2896,sale,Network POS,2025-07-07 15:28:35 +0400,success,75.00,AED,"",""
5906480005173,#2896,refund,Network POS,2025-07-08 13:37:53 +0400,success,65.00,AED,"",""
5906413387829,#2895,sale,Network POS,2025-07-07 13:34:21 +0400,success,76.00,AED,"",""
5906366005301,#2894,sale,cash,2025-07-07 12:08:20 +0400,success,57.00,AED,"",""
5906293719093,#2893,sale,Network POS,2025-07-07 10:07:52 +0400,success,15.00,AED,"",""
5905361272885,#2892,sale,Network POS,2025-07-06 16:09:52 +0400,success,138.60,AED,"",""
5904257318965,#2890,capture,Stripe Card Payments,2025-07-05 19:34:49 +0400,success,754.00,AED,visa,card
5903966371893,#2889,sale,Network POS,2025-07-05 15:06:15 +0400,success,27.50,AED,"",""
5903784083509,#2888,capture,Stripe Card Payments,2025-07-05 11:56:23 +0400,success,103.00,AED,visa,card
5903190229045,#2887,capture,Stripe Card Payments,2025-07-05 11:56:38 +0400,success,91.00,AED,visa,card
5903110176821,#2886,sale,Bank Deposit,2025-07-04 21:12:55 +0400,pending,220.70,AED,"",""
5903110176821,#2886,sale,Bank transfer,2025-07-04 21:25:33 +0400,success,220.70,AED,"",""
5903015706677,#2885,capture,Stripe Card Payments,2025-07-04 20:20:46 +0400,success,399.00,AED,visa,card
5902741831733,#2884,capture,Stripe Card Payments,2025-07-04 17:41:27 +0400,success,288.00,AED,master,card
5902683930677,#2883,sale,cash,2025-07-04 14:50:10 +0400,success,36.00,AED,"",""
5901606354997,#2882,sale,Network POS,2025-07-03 20:12:21 +0400,success,23.50,AED,"",""
5901365084213,#2881,sale,Network POS,2025-07-03 16:46:47 +0400,success,48.00,AED,"",""
5901235519541,#2880,capture,Stripe Card Payments,2025-07-05 11:59:51 +0400,success,160.00,AED,visa,card
5900328370229,#2879,sale,Network POS,2025-07-02 21:10:15 +0400,success,231.50,AED,"",""
5900144574517,#2878,sale,Network POS,2025-07-02 19:06:24 +0400,success,85.50,AED,"",""
5900005376053,#2877,sale,Network POS,2025-07-02 16:23:21 +0400,success,32.40,AED,"",""
5898936614965,#2876,sale,Network POS,2025-07-01 20:52:29 +0400,success,533.70,AED,"",""
5897647095861,#2875,sale,Network POS,2025-06-30 21:18:40 +0400,success,10.00,AED,"",""
5896547008565,#2874,sale,Network POS,2025-06-29 21:38:51 +0400,success,113.00,AED,"",""
5896260059189,#2873,sale,Network POS,2025-06-29 16:42:20 +0400,success,462.30,AED,"",""
5896228601909,#2872,sale,Network POS,2025-06-29 15:57:17 +0400,success,33.50,AED,"",""
5895757725749,#2871,capture,Stripe Card Payments,2025-06-29 13:25:37 +0400,success,121.00,AED,master,card
5895083753525,#2870,sale,Network POS,2025-06-28 18:39:08 +0400,success,43.00,AED,"",""
5894870138933,#2869,sale,Network POS,2025-06-28 15:07:30 +0400,success,79.00,AED,"",""
5894782189621,#2868,sale,Network POS,2025-06-28 12:34:38 +0400,success,60.00,AED,"",""
5894744113205,#2867,capture,Stripe Card Payments,2025-07-05 12:00:11 +0400,failure,150.00,AED,visa,card
5894744113205,#2867,capture,Stripe Card Payments,2025-07-05 12:00:12 +0400,success,35.00,AED,visa,card
5894744113205,#2867,capture,Stripe Card Payments,2025-07-05 12:00:14 +0400,success,80.00,AED,visa,card
5894744113205,#2867,capture,Stripe Card Payments,2025-07-05 15:56:17 +0400,failure,150.00,AED,visa,card
5894744113205,#2867,capture,manual,2025-07-05 19:40:58 +0400,success,150.00,AED,"",""
5894182699061,#2866,void,Stripe Card Payments,2025-07-05 15:09:52 +0400,success,120.00,AED,master,card
5893818417205,#2865,sale,Network POS,2025-06-27 17:14:12 +0400,success,45.00,AED,"",""
5893636718645,#2864,sale,Network POS,2025-06-27 12:56:56 +0400,success,108.45,AED,"",""
5893636718645,#2864,sale,Network POS,2025-06-30 21:17:56 +0400,success,12.05,AED,"",""
5893611978805,#2863,sale,Network POS,2025-06-27 12:09:38 +0400,success,76.00,AED,"",""
5892705910837,#2862,sale,Network POS,2025-06-26 20:43:58 +0400,success,791.20,AED,"",""
5892692443189,#2861,sale,Network POS,2025-06-26 20:31:38 +0400,success,159.00,AED,"",""
5892386422837,#2860,capture,Stripe Card Payments,2025-06-26 15:11:35 +0400,success,139.30,AED,visa,card
5892344512565,#2859,sale,cash,2025-06-26 13:35:44 +0400,success,15.00,AED,"",""
5891482452021,#2858,sale,Network POS,2025-06-25 20:20:22 +0400,success,32.00,AED,"",""
5891192029237,#2857,sale,Network POS,2025-06-25 14:18:20 +0400,success,217.90,AED,"",""
5890443247669,#2856,sale,Network POS,2025-06-24 22:15:25 +0400,success,140.40,AED,"",""
5890403729461,#2855,sale,Network POS,2025-06-24 21:36:45 +0400,success,8.00,AED,"",""
5890402549813,#2854,sale,Network POS,2025-06-24 21:35:33 +0400,success,210.00,AED,"",""
5890296152117,#2853,sale,Network POS,2025-06-24 20:02:47 +0400,success,6.40,AED,"",""
5890296152117,#2853,refund,Network POS,2025-06-24 21:19:36 +0400,success,6.40,AED,"",""
5890093973557,#2852,sale,Network POS,2025-06-24 16:22:47 +0400,success,564.64,AED,"",""
5888885817397,#2851,capture,Stripe Card Payments,2025-06-23 18:22:02 +0400,success,139.00,AED,visa,card
5888140967989,#2850,capture,Stripe Card Payments,2025-06-23 13:29:03 +0400,success,77.80,AED,visa,card
5887806865461,#2849,sale,Network POS,2025-06-22 16:25:52 +0400,success,20.00,AED,"",""
5887637717045,#2848,capture,Stripe Card Payments,2025-06-22 11:28:06 +0400,success,88.00,AED,master,card
5887060115509,#2847,sale,cash,2025-06-21 22:22:14 +0400,success,15.00,AED,"",""
5887057854517,#2846,sale,Network POS,2025-06-21 22:20:20 +0400,success,128.25,AED,"",""
5886660378677,#2845,sale,Network POS,2025-06-21 16:33:50 +0400,success,279.50,AED,"",""
5885813719093,#2844,sale,cash,2025-06-20 20:58:25 +0400,success,70.40,AED,"",""
5884676014133,#2843,sale,Network POS,2025-06-19 21:36:08 +0400,success,924.76,AED,"",""
5884327624757,#2842,sale,cash,2025-06-19 15:21:02 +0400,success,55.00,AED,"",""
5883534475317,#2841,sale,Network POS,2025-06-18 21:55:08 +0400,success,79.00,AED,"",""
5883366375477,#2840,sale,Network POS,2025-06-18 19:12:57 +0400,success,28.80,AED,"",""
5883293827125,#2839,sale,Network POS,2025-06-18 17:54:54 +0400,success,35.20,AED,"",""
5883049017397,#2838,capture,Stripe Card Payments,2025-06-18 12:29:57 +0400,success,77.80,AED,visa,card
5883011203125,#2837,capture,Stripe Card Payments,2025-06-19 14:53:21 +0400,success,130.00,AED,visa,card
5882136854581,#2836,sale,Network POS,2025-06-17 19:45:09 +0400,success,19.80,AED,"",""
5881946636341,#2835,sale,cash,2025-06-17 16:23:19 +0400,success,35.20,AED,"",""
5880872108085,#2834,sale,Network POS,2025-06-16 19:29:59 +0400,success,83.50,AED,"",""
5880625758261,#2833,sale,cash,2025-06-16 14:09:43 +0400,success,182.30,AED,"",""
5880485085237,#2832,sale,Network POS,2025-06-16 10:04:23 +0400,success,42.00,AED,"",""
5879780999221,#2831,sale,Network POS,2025-06-15 20:54:58 +0400,success,33.60,AED,"",""
5879679090741,#2830,sale,cash,2025-06-15 19:45:04 +0400,success,22.00,AED,"",""
5879547002933,#2829,void,Stripe Card Payments,2025-06-17 13:29:40 +0400,success,120.00,AED,master,card
5879524458549,#2828,capture,Stripe Card Payments,2025-06-15 17:10:57 +0400,success,110.50,AED,master,card
5879364845621,#2827,sale,Network POS,2025-06-15 12:14:41 +0400,success,4.00,AED,"",""
5878775578677,#2826,capture,Stripe Card Payments,2025-06-15 12:15:07 +0400,success,172.80,AED,visa,card
5878742515765,#2825,capture,Stripe Card Payments,2025-06-15 12:15:23 +0400,success,705.60,AED,visa,card
5878644965429,#2824,sale,Network POS,2025-06-14 22:03:33 +0400,success,196.20,AED,"",""
5878284812341,#2823,sale,cash,2025-06-14 18:40:20 +0400,success,15.00,AED,"",""
5878077554741,#2822,sale,Network POS,2025-06-14 15:39:48 +0400,success,524.70,AED,"",""
5877228306485,#2821,capture,Stripe Card Payments,2025-06-17 13:32:02 +0400,success,130.00,AED,master,card
5876788756533,#2820,sale,Network POS,2025-06-13 18:58:33 +0400,success,72.50,AED,"",""
5876728299573,#2819,sale,Network POS,2025-06-13 18:04:33 +0400,success,60.00,AED,"",""
5875893239861,#2818,capture,Stripe Card Payments,2025-06-16 18:52:13 +0400,success,130.00,AED,master,card
5875754762293,#2817,sale,Network POS,2025-06-12 20:03:12 +0400,success,66.40,AED,"",""
5875514900533,#2816,sale,Network POS,2025-06-12 14:55:52 +0400,success,28.80,AED,"",""
5874506498101,#2815,sale,Bank Deposit,2025-06-11 17:47:54 +0400,pending,55.00,AED,"",""
5874506498101,#2815,sale,Network POS,2025-06-12 13:19:12 +0400,success,55.00,AED,"",""
5872742137909,#2814,sale,cash,2025-06-10 10:48:04 +0400,success,213.80,AED,"",""
5872117317685,#2813,sale,Bank Deposit,2025-06-09 22:09:42 +0400,pending,1167.50,AED,"",""
5872117317685,#2813,sale,Bank transfer,2025-06-27 17:17:29 +0400,success,1167.50,AED,"",""
5871943680053,#2812,void,Stripe Card Payments,2025-06-11 13:49:50 +0400,success,120.00,AED,visa,card
5871587033141,#2811,sale,Network POS,2025-06-09 11:50:35 +0400,success,49.93,AED,"",""
5871503048757,#2810,sale,Network POS,2025-06-09 09:13:01 +0400,success,52.80,AED,"",""
5871189458997,#2809,capture,Stripe Card Payments,2025-06-19 15:30:41 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 10:35:36 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 10:36:08 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 15:27:18 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 21:26:54 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 21:26:56 +0400,success,26.00,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-22 21:27:32 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-24 21:22:11 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-06-24 21:22:46 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-07-03 09:24:55 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,Stripe Card Payments,2025-07-05 16:05:20 +0400,failure,219.80,AED,master,card
5871189458997,#2809,capture,manual,2025-07-05 19:41:19 +0400,success,219.80,AED,"",""
5870772781109,#2808,sale,Network POS,2025-06-08 19:05:58 +0400,success,51.20,AED,"",""
5870753054773,#2807,capture,Stripe Card Payments,2025-06-09 10:47:44 +0400,success,77.80,AED,visa,card
5870583971893,#2806,capture,Stripe Card Payments,2025-06-14 16:13:19 +0400,success,215.00,AED,visa,card
5869593722933,#2805,sale,Network POS,2025-06-07 19:51:26 +0400,success,42.00,AED,"",""
5869501939765,#2804,sale,Network POS,2025-06-07 18:41:44 +0400,success,550.35,AED,"",""
5869377585205,#2803,sale,Network POS,2025-06-07 16:18:50 +0400,success,43.50,AED,"",""
5869196542005,#2802,capture,Stripe Card Payments,2025-06-07 11:54:05 +0400,success,195.00,AED,visa,card
5868464865333,#2801,capture,Stripe Card Payments,2025-06-09 10:37:36 +0400,success,370.50,AED,visa,card
5868447924277,#2800,sale,Network POS,2025-06-06 20:12:02 +0400,success,785.50,AED,"",""
5868447924277,#2800,refund,Network POS,2025-06-06 20:30:22 +0400,success,785.50,AED,"",""
5868171100213,#2799,sale,cash,2025-06-06 14:12:58 +0400,success,29.50,AED,"",""
5868166250549,#2798,sale,Network POS,2025-06-06 14:04:52 +0400,success,359.81,AED,"",""
5867195826229,#2797,sale,Network POS,2025-06-05 17:42:43 +0400,success,289.00,AED,"",""
5867168333877,#2796,sale,Network POS,2025-06-05 17:08:45 +0400,success,52.50,AED,"",""
5867088379957,#2795,capture,Stripe Card Payments,2025-06-05 15:29:30 +0400,success,125.00,AED,visa,card
5866989453365,#2794,sale,Network POS,2025-06-05 11:52:44 +0400,success,108.00,AED,"",""
5866955538485,#2793,sale,Network POS,2025-06-05 10:51:49 +0400,success,32.40,AED,"",""
5866318757941,#2792,sale,cash,2025-06-04 21:57:16 +0400,success,58.50,AED,"",""
5865897492533,#2791,sale,Network POS,2025-06-04 13:08:40 +0400,success,67.60,AED,"",""
5865048277045,#2790,sale,Network POS,2025-06-03 20:01:09 +0400,success,252.00,AED,"",""
5865011806261,#2789,sale,Network POS,2025-06-03 19:23:31 +0400,success,22.00,AED,"",""
5864753659957,#2788,sale,Network POS,2025-06-03 13:20:43 +0400,success,203.40,AED,"",""
5864702935093,#2787,sale,Network POS,2025-06-03 11:34:32 +0400,success,82.60,AED,"",""
5863881965621,#2786,capture,Stripe Card Payments,2025-06-03 14:36:54 +0400,success,209.00,AED,visa,card
5863711965237,#2785,sale,Network POS,2025-06-02 17:24:01 +0400,success,175.00,AED,"",""
5863709442101,#2784,capture,Stripe Card Payments,2025-06-04 17:35:59 +0400,success,264.00,AED,visa,card
5863709442101,#2784,capture,Stripe Card Payments,2025-06-06 19:08:52 +0400,success,175.50,AED,visa,card
5863627259957,#2783,sale,Network POS,2025-06-02 15:23:35 +0400,success,2494.18,AED,"",""
5862709592117,#2782,sale,Network POS,2025-06-01 21:01:10 +0400,success,206.00,AED,"",""
5861021909045,#2781,sale,Network POS,2025-05-31 14:56:40 +0400,success,445.50,AED,"",""
5860871831605,#2780,sale,cash,2025-05-31 10:22:32 +0400,success,1285.47,AED,"",""
5860871831605,#2780,sale,cash,2025-06-01 09:47:11 +0400,success,45.68,AED,"",""
5860120330293,#2779,sale,cash,2025-05-30 19:00:40 +0400,success,70.00,AED,"",""
5860051222581,#2778,sale,Network POS,2025-05-30 18:03:09 +0400,success,459.60,AED,"",""
5859849568309,#2777,capture,Stripe Card Payments,2025-05-30 14:00:06 +0400,success,51.00,AED,visa,card
5859748872245,#2776,sale,Network POS,2025-05-30 10:16:16 +0400,success,64.00,AED,"",""
5858985967669,#2775,sale,Network POS,2025-05-29 19:22:26 +0400,success,549.90,AED,"",""
5858788343861,#2774,sale,Network POS,2025-05-29 15:01:19 +0400,success,17.00,AED,"",""
5858659860533,#2773,sale,Network POS,2025-05-29 11:02:58 +0400,success,30.50,AED,"",""
5857884536885,#2772,sale,cash,2025-05-28 19:02:57 +0400,success,145.00,AED,"",""
5857884536885,#2772,sale,cash,2025-06-11 19:41:48 +0400,success,5.00,AED,"",""
5856439304245,#2771,sale,cash,2025-05-27 13:23:45 +0400,success,50.00,AED,"",""
5856431505461,#2770,sale,Network POS,2025-05-27 13:06:20 +0400,success,25.00,AED,"",""
5856413614133,#2769,capture,Stripe Card Payments,2025-06-13 18:54:45 +0400,success,4206.60,AED,master,card
5855493226549,#2768,sale,Network POS,2025-05-26 20:29:28 +0400,success,32.40,AED,"",""
5855284002869,#2767,sale,Network POS,2025-05-26 16:50:13 +0400,success,154.35,AED,"",""
5855164071989,#2766,capture,Stripe Card Payments,2025-05-27 12:25:43 +0400,success,621.00,AED,master,card
5854782029877,#2765,capture,Stripe Card Payments,2025-05-26 19:51:15 +0400,success,187.00,AED,visa,card
5853941104693,#2764,sale,Network POS,2025-05-25 18:51:11 +0400,success,43.00,AED,"",""
5853931831349,#2763,sale,Network POS,2025-05-25 18:41:59 +0400,success,51.00,AED,"",""
5852546039861,#2762,sale,Network POS,2025-05-24 16:55:26 +0400,success,641.51,AED,"",""
5852546039861,#2762,sale,cash,2025-05-24 16:56:00 +0400,success,21.61,AED,"",""
5852531130421,#2761,sale,Network POS,2025-05-24 16:38:16 +0400,success,29.00,AED,"",""
5852517433397,#2760,sale,Network POS,2025-05-24 16:22:15 +0400,success,577.35,AED,"",""
5852517433397,#2760,refund,Network POS,2025-05-24 16:39:25 +0400,success,577.35,AED,"",""
5852410675253,#2759,sale,Network POS,2025-05-24 13:59:24 +0400,success,317.10,AED,"",""
5852403335221,#2758,sale,Network POS,2025-05-24 13:49:03 +0400,success,111.00,AED,"",""
5851298758709,#2757,sale,Network POS,2025-05-23 17:08:54 +0400,success,45.00,AED,"",""
5851199897653,#2756,capture,Stripe Card Payments,2025-05-27 12:51:51 +0400,success,2988.00,AED,visa,card
5851112112181,#2755,sale,cash,2025-05-23 12:12:01 +0400,success,35.00,AED,"",""
5851064565813,#2754,sale,Network POS,2025-05-23 10:54:31 +0400,success,142.00,AED,"",""
5848416976949,#2752,capture,Stripe Card Payments,2025-05-21 17:38:58 +0400,success,3692.51,AED,visa,card
5847700537397,#2751,sale,Network POS,2025-05-20 21:49:23 +0400,success,129.60,AED,"",""
5847374495797,#2750,sale,Network POS,2025-05-20 15:33:42 +0400,success,99.80,AED,"",""
5847362273333,#2749,sale,Network POS,2025-05-20 15:11:07 +0400,success,103.61,AED,"",""
5846203465781,#2748,sale,Network POS,2025-05-19 16:09:58 +0400,success,171.80,AED,"",""
5846185214005,#2747,capture,Stripe Card Payments,2025-05-19 18:50:11 +0400,success,512.19,AED,master,card
5845365817397,#2746,sale,Network POS,2025-05-18 21:08:43 +0400,success,27.50,AED,"",""
5845176287285,#2745,sale,Network POS,2025-05-18 18:12:36 +0400,success,250.00,AED,"",""
5845079982133,#2744,sale,Network POS,2025-05-18 16:05:09 +0400,success,32.00,AED,"",""
5844142522421,#2743,sale,Network POS,2025-05-17 19:59:13 +0400,success,134.51,AED,"",""
5844133838901,#2742,sale,cash,2025-05-17 19:51:26 +0400,success,9.00,AED,"",""
5844131971125,#2741,sale,Network POS,2025-05-17 19:49:44 +0400,success,327.35,AED,"",""
5844087504949,#2740,sale,Network POS,2025-05-17 19:10:12 +0400,success,124.80,AED,"",""
5843845840949,#2739,sale,Network POS,2025-05-17 13:28:20 +0400,success,892.12,AED,"",""
5843747569717,#2738,sale,Network POS,2025-05-17 11:18:27 +0400,success,59.00,AED,"",""
5843734200373,#2737,sale,Network POS,2025-05-17 11:02:05 +0400,success,123.10,AED,"",""
5843177275445,#2736,sale,Network POS,2025-05-16 21:56:37 +0400,success,48.50,AED,"",""
5842925813813,#2735,capture,Stripe Card Payments,2025-05-20 16:38:19 +0400,success,115.00,AED,visa,card
5841775919157,#2734,sale,Network POS,2025-05-15 17:26:38 +0400,success,30.00,AED,"",""
5841559781429,#2733,sale,Network POS,2025-05-15 11:30:58 +0400,success,204.60,AED,"",""
5840696574005,#2732,capture,Stripe Card Payments,2025-05-20 22:49:17 +0400,success,1073.00,AED,visa,card
5840647159861,#2731,sale,cash,2025-05-14 17:32:05 +0400,success,70.20,AED,"",""
5840443408437,#2730,sale,Network POS,2025-05-14 13:43:28 +0400,success,39.60,AED,"",""
5840367517749,#2729,sale,cash,2025-05-14 11:10:29 +0400,success,24.00,AED,"",""
5839814524981,#2728,capture,Stripe Card Payments,2025-05-14 15:33:39 +0400,success,289.50,AED,visa,card
5839814524981,#2728,capture,Stripe Card Payments,2025-05-14 15:33:41 +0400,success,14.50,AED,visa,card
5839613198389,#2727,capture,Stripe Card Payments,2025-05-13 22:57:34 +0400,success,1107.00,AED,visa,card
5839412789301,#2726,sale,Network POS,2025-05-13 18:31:13 +0400,success,200.50,AED,"",""
5839378841653,#2725,sale,Network POS,2025-05-13 17:50:51 +0400,success,333.90,AED,"",""
5839105261621,#2724,capture,Stripe Card Payments,2025-05-14 15:52:21 +0400,success,100.00,AED,visa,card
5836705005621,#2723,sale,Network POS,2025-05-11 12:36:45 +0400,success,153.00,AED,"",""
5836695044149,#2722,sale,Network POS,2025-05-11 12:16:59 +0400,success,478.20,AED,"",""
5835867947061,#2721,sale,Network POS,2025-05-10 20:08:07 +0400,success,59.00,AED,"",""
5835828035637,#2720,sale,Network POS,2025-05-10 19:37:05 +0400,success,235.60,AED,"",""
5835458412597,#2719,sale,Network POS,2025-05-10 12:07:20 +0400,success,168.08,AED,"",""
5834616274997,#2718,sale,cash,2025-05-09 20:37:18 +0400,success,160.16,AED,"",""
5834600251445,#2717,capture,Stripe Card Payments,2025-05-09 21:56:33 +0400,success,716.00,AED,visa,card
5834564304949,#2716,sale,Network POS,2025-05-09 19:55:16 +0400,success,108.00,AED,"",""
5834559782965,#2715,sale,cash,2025-05-09 19:51:30 +0400,success,129.60,AED,"",""
5832043233333,#2714,sale,Network POS,2025-05-07 14:19:24 +0400,success,156.15,AED,"",""
5831228129333,#2713,sale,Network POS,2025-05-06 21:08:59 +0400,success,206.04,AED,"",""
5830788251701,#2712,sale,Network POS,2025-05-06 11:09:47 +0400,success,118.80,AED,"",""
5828919951413,#2711,capture,Stripe Card Payments,2025-05-05 12:33:47 +0400,success,216.10,AED,visa,card
5828591419445,#2710,sale,Network POS,2025-05-04 15:05:48 +0400,success,116.00,AED,"",""
5828588699701,#2709,sale,Network POS,2025-05-04 15:01:21 +0400,success,112.00,AED,"",""
5827455615029,#2708,sale,Network POS,2025-05-03 15:44:06 +0400,success,124.50,AED,"",""
5827433234485,#2707,sale,Network POS,2025-05-03 15:09:30 +0400,success,324.00,AED,"",""
5827288662069,#2706,sale,cash,2025-05-03 10:54:56 +0400,success,386.03,AED,"",""
5827287187509,#2705,void,Stripe Card Payments,2025-05-10 20:54:09 +0400,success,225.00,AED,master,card
5826294939701,#2704,sale,Network POS,2025-05-02 14:37:49 +0400,success,12.00,AED,"",""
5825286766645,#2703,sale,Network POS,2025-05-01 19:35:52 +0400,success,44.00,AED,"",""
5825255899189,#2702,sale,cash,2025-05-01 19:05:25 +0400,success,36.00,AED,"",""
5825163526197,#2701,sale,Network POS,2025-05-01 17:33:05 +0400,success,72.00,AED,"",""
5824066256949,#2700,sale,cash,2025-04-30 20:33:19 +0400,success,74.00,AED,"",""
5824023625781,#2699,sale,Network POS,2025-04-30 20:00:36 +0400,success,45.00,AED,"",""
5824023625781,#2699,refund,Network POS,2025-05-01 16:44:30 +0400,success,45.00,AED,"",""
5824023625781,#2699,sale,cash,2025-05-01 16:47:41 +0400,success,45.00,AED,"",""
5823894552629,#2698,sale,cash,2025-04-30 17:48:56 +0400,success,467.65,AED,"",""
5822479728693,#2697,sale,Network POS,2025-04-29 15:56:06 +0400,success,306.00,AED,"",""
5822479728693,#2697,refund,Network POS,2025-04-29 16:23:57 +0400,success,270.00,AED,"",""
5820300722229,#2696,sale,cash,2025-04-27 18:24:01 +0400,success,93.15,AED,"",""
5820126429237,#2695,sale,Network POS,2025-04-27 13:45:05 +0400,success,309.50,AED,"",""
5819183759413,#2694,sale,Network POS,2025-04-26 20:39:52 +0400,success,38.00,AED,"",""
5818081804341,#2693,sale,Network POS,2025-04-25 21:27:52 +0400,success,10.00,AED,"",""
5818023411765,#2692,sale,cash,2025-04-25 20:36:37 +0400,success,109.01,AED,"",""
5817625608245,#2691,sale,Network POS,2025-04-25 12:56:29 +0400,success,133.50,AED,"",""
5817538805813,#2690,sale,Network POS,2025-04-25 10:59:49 +0400,success,72.90,AED,"",""
5817098043445,#2689,capture,Stripe Card Payments,2025-04-27 13:46:07 +0400,success,236.00,AED,visa,card
5816915427381,#2688,sale,Network POS,2025-04-24 21:43:15 +0400,success,31.00,AED,"",""
5816290541621,#2687,void,Stripe Card Payments,2025-04-24 15:39:30 +0400,success,104.00,AED,visa,card
5815482908725,#2686,sale,Network POS,2025-04-23 17:31:32 +0400,success,70.00,AED,"",""
5815282565173,#2685,sale,cash,2025-04-23 12:20:33 +0400,success,8.00,AED,"",""
5814488039477,#2684,capture,Stripe Card Payments,2025-04-23 14:22:12 +0400,success,215.50,AED,visa,card
5814394257461,#2683,capture,Stripe Card Payments,2025-04-23 14:22:55 +0400,success,220.75,AED,visa,card
5814250176565,#2682,capture,Stripe Card Payments,2025-04-23 12:20:07 +0400,success,159.25,AED,visa,card
5814192341045,#2681,sale,Network POS,2025-04-22 14:34:11 +0400,success,94.50,AED,"",""
5814088368181,#2680,sale,Network POS,2025-04-22 11:10:05 +0400,success,160.00,AED,"",""
5814088368181,#2680,refund,Network POS,2025-04-22 22:03:42 +0400,success,160.00,AED,"",""
5814047408181,#2679,sale,cash,2025-04-22 10:02:30 +0400,success,8.00,AED,"",""
5813128626229,#2678,sale,Network POS,2025-04-21 21:41:23 +0400,success,531.90,AED,"",""
5812837253173,#2677,capture,Stripe Card Payments,2025-04-22 14:36:08 +0400,success,126.00,AED,visa,card
5812837253173,#2677,capture,Stripe Card Payments,2025-04-22 14:36:10 +0400,success,37.80,AED,visa,card
5812793180213,#2676,sale,Network POS,2025-04-21 14:44:57 +0400,success,64.80,AED,"",""
5812045479989,#2675,sale,cash,2025-04-20 19:04:40 +0400,success,10.00,AED,"",""
5812036632629,#2674,sale,Network POS,2025-04-20 18:53:14 +0400,success,83.70,AED,"",""
5812031225909,#2673,sale,Network POS,2025-04-20 18:46:12 +0400,success,93.00,AED,"",""
5812031225909,#2673,refund,Network POS,2025-04-20 18:49:14 +0400,success,93.00,AED,"",""
5811867484213,#2672,sale,cash,2025-04-20 14:21:24 +0400,success,104.00,AED,"",""
5811483443253,#2671,capture,Stripe Card Payments,2025-04-20 15:49:21 +0400,success,68.00,AED,visa,card
5811220578357,#2670,capture,Stripe Card Payments,2025-04-19 21:57:53 +0400,success,366.31,AED,visa,card
5810957680693,#2669,sale,Network POS,2025-04-19 17:32:29 +0400,success,10.00,AED,"",""
5810957680693,#2669,refund,Network POS,2025-04-21 15:51:46 +0400,success,10.00,AED,"",""
5810957680693,#2669,sale,cash,2025-04-22 17:53:35 +0400,success,10.00,AED,"",""
5810954698805,#2668,sale,Network POS,2025-04-19 17:28:54 +0400,success,164.25,AED,"",""
5810908856373,#2667,sale,Network POS,2025-04-19 16:22:15 +0400,success,58.50,AED,"",""
5810051940405,#2666,sale,cash,2025-04-18 21:25:53 +0400,success,218.00,AED,"",""
5810028740661,#2665,sale,Network POS,2025-04-18 21:03:53 +0400,success,190.80,AED,"",""
5809982636085,#2664,sale,Network POS,2025-04-18 20:19:48 +0400,success,93.00,AED,"",""
5809806802997,#2663,sale,Network POS,2025-04-18 17:20:32 +0400,success,181.50,AED,"",""
5809604034613,#2662,sale,Network POS,2025-04-18 11:40:54 +0400,success,26.00,AED,"",""
5808667951157,#2661,sale,Network POS,2025-04-17 16:00:12 +0400,success,112.00,AED,"",""
5807871328309,#2660,sale,Network POS,2025-04-16 21:56:00 +0400,success,789.00,AED,"",""
5807850324021,#2659,sale,Network POS,2025-04-16 21:33:07 +0400,success,300.00,AED,"",""
5807836069941,#2658,sale,Network POS,2025-04-16 21:16:51 +0400,success,70.50,AED,"",""
5807792193589,#2657,sale,Network POS,2025-04-16 20:33:17 +0400,success,110.00,AED,"",""
5807788195893,#2656,sale,cash,2025-04-16 20:29:11 +0400,success,130.00,AED,"",""
5807628648501,#2655,sale,Network POS,2025-04-16 17:26:06 +0400,success,34.40,AED,"",""
5807438954549,#2654,sale,Network POS,2025-04-16 11:58:06 +0400,success,59.00,AED,"",""
